Asset Name,Lat,Long,Business Category,Risk Factors,Year,Risk Rating
Robertson-Petersen,47.23287,-62.55533,Finance,"{""Flooding"": 0.02, ""Hurricane"": 0.02, ""Extreme cold"": 0.01, ""Tornado"": 0.0, ""Volcano"": 0.01, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Sea level rise"": 0.01, ""Extreme heat"": 0.0, ""Drought"": 0.0}","2,060",0.07
Reid-Sherman,46.56490,-62.39537,Technology,"{""Earthquake"": 0.07, ""Extreme cold"": 0.05, ""Sea level rise"": 0.08, ""Tornado"": 0.01, ""Drought"": 0.02, ""Flooding"": 0.06, ""Hurricane"": 0.11}","2,030",0.40
Gross PLC,50.33508,-118.70948,Technology,"{""Extreme cold"": 0.04, ""Drought"": 0.0, ""Hurricane"": 0.03, ""Flooding"": 0.04, ""Wildfire"": 0.01, ""Sea level rise"": 0.01, ""Extreme heat"": 0.04, ""Tornado"": 0.0, ""Earthquake"": 0.03}","2,070",0.20
Patel-Brooks,45.82824,-73.45084,Finance,"{""Wildfire"": 0.03, ""Hurricane"": 0.22}","2,060",0.25
Ware PLC,46.64072,-73.40153,Manufacturing,"{""Flooding"": 0.03, ""Tornado"": 0.11, ""Sea level rise"": 0.12, ""Extreme cold"": 0.01, ""Hurricane"": 0.02, ""Wildfire"": 0.17}","2,050",0.46
"Marks, Garrett and Cummings",45.26347,-78.38939,Healthcare,"{""Volcano"": 0.01, ""Tornado"": 0.01, ""Sea level rise"": 0.01, ""Flooding"": 0.01, ""Extreme heat"": 0.01}","2,070",0.05
Thomas-Chavez,44.36709,-78.05823,Manufacturing,"{""Sea level rise"": 0.15, ""Earthquake"": 0.21, ""Drought"": 0.15, ""Tornado"": 0.18}","2,040",0.69
Stanton-Joyce,46.93186,-73.22709,Technology,"{""Hurricane"": 0.06999999999999999, ""Earthquake"": 0.06, ""Extreme cold"": 0.03, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Extreme heat"": 0.01, ""Volcano"": 0.06, ""Wildfire"": 0.06, ""Drought"": 0.07, ""Sea level rise"": 0.05}","2,030",0.43
Grant-Coffey,43.19402,-80.37363,Energy,"{""Extreme cold"": 0.04, ""Wildfire"": 0.02, ""Earthquake"": 0.01, ""Hurricane"": 0.05, ""Drought"": 0.03}","2,030",0.15
Willis-Newman,47.64195,-62.38118,Finance,"{""Extreme heat"": 0.38, ""Wildfire"": 0.43}","2,060",0.81
Sullivan-Curtis,54.04186,-112.85169,Energy,"{""Tornado"": 0.68}","2,060",0.68
"Roberts, Burke and Williams",47.65979,-61.92901,Retail,"{""Drought"": 0.01, ""Extreme heat"": 0.01, ""Flooding"": 0.07, ""Sea level rise"": 0.03, ""Earthquake"": 0.05, ""Hurricane"": 0.02, ""Wildfire"": 0.01, ""Tornado"": 0.01, ""Volcano"": 0.05, ""Extreme cold"": 0.03}","2,070",0.29
"Patel, Norris and Jackson",46.52830,-73.75377,Energy,"{""Flooding"": 0.1, ""Extreme heat"": 0.12, ""Tornado"": 0.11, ""Earthquake"": 0.06, ""Volcano"": 0.02, ""Sea level rise"": 0.01, ""Wildfire"": 0.11, ""Drought"": 0.08, ""Hurricane"": 0.12, ""Extreme cold"": 0.02}","2,030",0.75
Torres-Sanchez,46.33923,-73.15827,Healthcare,"{""Drought"": 0.03, ""Tornado"": 0.06, ""Flooding"": 0.17, ""Volcano"": 0.21, ""Sea level rise"": 0.11}","2,070",0.58
"Thompson, Davis and Brown",53.61317,-112.70209,Energy,"{""Extreme heat"": -0.01, ""Drought"": 0.01, ""Sea level rise"": 0.01, ""Volcano"": 0.02, ""Hurricane"": 0.0, ""Wildfire"": 0.03, ""Flooding"": 0.0, ""Tornado"": 0.03, ""Extreme cold"": 0.03}","2,040",0.12
"Fox, Daniel and Coleman",50.79250,-118.69272,Manufacturing,"{""Extreme heat"": 0.09, ""Tornado"": 0.06, ""Earthquake"": 0.13, ""Flooding"": 0.13, ""Volcano"": 0.03, ""Drought"": 0.12, ""Hurricane"": 0.08, ""Wildfire"": 0.13}","2,060",0.77
Vega-Huffman,47.48643,-62.86838,Manufacturing,"{""Wildfire"": 0.04, ""Flooding"": 0.01, ""Drought"": 0.02, ""Volcano"": 0.01, ""Hurricane"": 0.02, ""Extreme heat"": 0.04}","2,070",0.14
Grant-Coffey,46.87901,-62.78653,Finance,"{""Hurricane"": 0.01, ""Extreme heat"": 0.01, ""Sea level rise"": 0.05, ""Drought"": 0.08, ""Extreme cold"": 0.05, ""Flooding"": 0.05, ""Earthquake"": 0.09, ""Wildfire"": 0.08, ""Tornado"": 0.12, ""Volcano"": 0.05}","2,070",0.59
"Higgins, Brown and Vaughn",50.50511,-118.98864,Retail,"{""Hurricane"": 0.07, ""Extreme cold"": 0.44}","2,030",0.51
Guzman Ltd,45.51816,-72.55008,Manufacturing,"{""Earthquake"": 0.92}","2,050",0.92
"Roberts, Burke and Williams",46.02364,-73.19642,Retail,"{""Drought"": 0.01, ""Extreme heat"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Hurricane"": 0.02, ""Flooding"": 0.0}","2,040",0.06
Patel-Brooks,45.02935,-79.11745,Energy,"{""Tornado"": 0.03, ""Hurricane"": 0.01, ""Extreme cold"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.02, ""Flooding"": 0.02, ""Sea level rise"": 0.01}","2,070",0.09
Miller-Norris,46.18004,-72.45012,Finance,"{""Extreme heat"": 0.01, ""Earthquake"": 0.02, ""Sea level rise"": 0.01, ""Wildfire"": 0.03, ""Tornado"": 0.0, ""Volcano"": 0.02, ""Flooding"": 0.02, ""Extreme cold"": 0.02}","2,030",0.13
Martin-Jenkins,46.00964,-73.56371,Energy,"{""Extreme cold"": 0.1, ""Tornado"": 0.09, ""Wildfire"": 0.06}","2,050",0.25
Duke Ltd,46.50976,-58.81154,Energy,"{""Drought"": 0.03}","2,050",0.03
Robertson-Petersen,46.85067,-59.07622,Healthcare,"{""Tornado"": 0.08, ""Drought"": 0.06, ""Volcano"": 0.01, ""Flooding"": 0.03, ""Hurricane"": 0.03, ""Earthquake"": 0.06, ""Sea level rise"": 0.05, ""Extreme heat"": 0.02, ""Extreme cold"": 0.05}","2,060",0.39
"Wagner, Curry and Pearson",46.89819,-72.80207,Manufacturing,"{""Drought"": 0.39, ""Earthquake"": 0.3, ""Extreme heat"": 0.16}","2,040",0.85
"Mcknight, Beasley and Stewart",45.90062,-72.39133,Technology,"{""Sea level rise"": 0.01, ""Tornado"": 0.0, ""Wildfire"": 0.0, ""Volcano"": 0.01, ""Drought"": 0.01, ""Earthquake"": 0.0, ""Flooding"": 0.0, ""Extreme cold"": 0.0}","2,050",0.03
"Mcknight, Beasley and Stewart",50.98261,-118.54738,Finance,"{""Earthquake"": 0.24, ""Tornado"": 0.3, ""Sea level rise"": 0.24, ""Extreme cold"": 0.05, ""Extreme heat"": 0.09}","2,050",0.92
Robertson-Petersen,50.42652,-118.41026,Healthcare,"{""Extreme cold"": 0.01, ""Wildfire"": 0.01, ""Drought"": 0.02, ""Tornado"": 0.02}","2,060",0.06
"Landry, Molina and Green",45.98845,-73.66179,Energy,"{""Volcano"": 0.16, ""Wildfire"": 0.11, ""Hurricane"": 0.08, ""Extreme cold"": 0.16, ""Drought"": 0.03, ""Flooding"": 0.02, ""Earthquake"": 0.09, ""Sea level rise"": 0.06, ""Tornado"": 0.13}","2,050",0.84
Flynn-Anderson,46.37799,-73.24899,Technology,"{""Drought"": 0.36, ""Extreme cold"": 0.25, ""Extreme heat"": 0.35}","2,070",0.96
Skinner-Rojas,50.36125,-119.15323,Finance,"{""Earthquake"": 0.1, ""Flooding"": 0.24, ""Hurricane"": 0.19}","2,070",0.53
"Clarke, Lutz and Farrell",47.16477,-59.42892,Manufacturing,"{""Sea level rise"": 0.04, ""Wildfire"": 0.01, ""Drought"": 0.13, ""Tornado"": 0.09, ""Earthquake"": 0.21, ""Hurricane"": 0.11, ""Extreme cold"": 0.27}","2,050",0.86
"Mejia, Roberts and Gay",45.94609,-73.34514,Technology,"{""Volcano"": 0.01, ""Flooding"": 0.0, ""Tornado"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Hurricane"": 0.0}","2,050",0.01
Smith-Woods,51.40835,-118.31968,Finance,"{""Tornado"": 0.16, ""Extreme heat"": 0.21, ""Extreme cold"": 0.22, ""Hurricane"": 0.09, ""Wildfire"": 0.04}","2,070",0.72
Williams Group,51.24286,-118.73942,Manufacturing,"{""Tornado"": 0.07, ""Hurricane"": 0.03, ""Volcano"": 0.02, ""Wildfire"": 0.05, ""Earthquake"": 0.01, ""Sea level rise"": 0.07, ""Extreme cold"": 0.06, ""Extreme heat"": 0.01, ""Flooding"": 0.05}","2,060",0.37
Grant-Coffey,46.90982,-72.57856,Healthcare,"{""Volcano"": 0.05, ""Earthquake"": 0.08, ""Tornado"": 0.04}","2,030",0.17
Torres-Sanchez,45.70216,-73.17378,Finance,"{""Earthquake"": 0.12, ""Hurricane"": 0.12, ""Sea level rise"": 0.01, ""Extreme heat"": 0.15, ""Volcano"": 0.11, ""Drought"": 0.09, ""Extreme cold"": 0.08, ""Wildfire"": 0.01, ""Flooding"": 0.17}","2,040",0.86
Good-Lewis,46.23776,-73.41008,Retail,"{""Drought"": 0.05, ""Extreme cold"": 0.06, ""Hurricane"": 0.01, ""Sea level rise"": 0.04, ""Extreme heat"": 0.07, ""Tornado"": 0.0, ""Wildfire"": 0.04}","2,060",0.27
Sullivan-Curtis,46.53885,-73.21386,Healthcare,"{""Earthquake"": 0.27, ""Extreme cold"": 0.05, ""Flooding"": 0.18, ""Tornado"": 0.02, ""Sea level rise"": 0.02, ""Hurricane"": 0.27}","2,050",0.81
Willis-Newman,46.43788,-58.97327,Manufacturing,"{""Flooding"": 0.02, ""Hurricane"": 0.0, ""Earthquake"": 0.0, ""Extreme cold"": 0.0, ""Sea level rise"": 0.0, ""Wildfire"": 0.0}","2,030",0.02
Jones Ltd,43.87200,-78.16697,Retail,"{""Wildfire"": 0.77}","2,050",0.77
"Taylor, Mitchell and Ward",45.57560,-72.52376,Healthcare,"{""Flooding"": 0.21}","2,070",0.21
Williams Group,46.32127,-73.27353,Retail,"{""Sea level rise"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Flooding"": 0.01, ""Extreme heat"": 0.0, ""Volcano"": 0.02, ""Earthquake"": 0.01}","2,060",0.10
"Thompson, Davis and Brown",46.81443,-61.88944,Technology,"{""Earthquake"": 0.08, ""Tornado"": 0.16, ""Extreme heat"": 0.08, ""Hurricane"": 0.17}","2,030",0.49
Waller Ltd,45.54417,-72.52957,Retail,"{""Volcano"": 0.01, ""Tornado"": 0.12, ""Wildfire"": 0.09, ""Flooding"": 0.16, ""Sea level rise"": 0.02, ""Drought"": 0.06, ""Extreme heat"": 0.01, ""Hurricane"": 0.11, ""Extreme cold"": 0.02, ""Earthquake"": 0.1}","2,070",0.70
Grant-Coffey,51.67882,-118.92778,Manufacturing,"{""Wildfire"": 0.02, ""Drought"": 0.07, ""Tornado"": 0.05, ""Flooding"": 0.12, ""Hurricane"": 0.11, ""Extreme cold"": 0.06}","2,070",0.43
Willis-Newman,46.78495,-59.88614,Finance,"{""Volcano"": 0.0, ""Drought"": 0.03, ""Earthquake"": 0.04, ""Hurricane"": 0.11, ""Extreme heat"": 0.08, ""Tornado"": 0.03}","2,040",0.29
Williams Group,47.19410,-62.41777,Finance,"{""Hurricane"": 0.01, ""Tornado"": 0.36}","2,050",0.37
Jones Ltd,46.89904,-72.56006,Finance,"{""Extreme cold"": 0.06, ""Hurricane"": 0.05, ""Volcano"": 0.09, ""Sea level rise"": 0.39}","2,050",0.59
Acevedo-Kennedy,43.84108,-79.63942,Healthcare,"{""Volcano"": 0.45}","2,040",0.45
Jimenez-Gallegos,46.68475,-60.10856,Retail,"{""Hurricane"": 0.36, ""Wildfire"": 0.26, ""Extreme cold"": 0.23, ""Flooding"": 0.05}","2,030",0.90
Wiley Ltd,43.69174,-80.22607,Energy,"{""Hurricane"": 0.07, ""Tornado"": 0.07, ""Earthquake"": 0.05, ""Extreme cold"": 0.06, ""Flooding"": 0.03, ""Sea level rise"": 0.1, ""Extreme heat"": 0.02, ""Volcano"": 0.04, ""Drought"": 0.07}","2,040",0.51
Zuniga Inc,50.92085,-119.25234,Technology,"{""Flooding"": 0.16, ""Extreme heat"": 0.14, ""Extreme cold"": 0.1, ""Tornado"": 0.1, ""Volcano"": 0.13, ""Drought"": 0.0, ""Hurricane"": 0.09}","2,070",0.72
Wiley Ltd,45.80730,-72.59182,Manufacturing,"{""Volcano"": 0.01, ""Earthquake"": 0.01, ""Wildfire"": 0.01, ""Sea level rise"": 0.03, ""Flooding"": 0.04, ""Drought"": 0.04, ""Extreme cold"": 0.02, ""Extreme heat"": 0.0, ""Hurricane"": 0.03, ""Tornado"": 0.03}","2,050",0.22
Good-Lewis,45.76059,-73.07046,Energy,"{""Wildfire"": 0.049999999999999996, ""Volcano"": 0.06, ""Earthquake"": 0.1, ""Drought"": 0.05, ""Tornado"": 0.09, ""Flooding"": 0.09, ""Extreme cold"": 0.09, ""Hurricane"": 0.03, ""Extreme heat"": 0.09}","2,030",0.65
Wiley Ltd,47.63654,-63.09662,Healthcare,"{""Hurricane"": 0.08, ""Wildfire"": 0.31, ""Flooding"": 0.15, ""Volcano"": 0.06, ""Drought"": 0.17, ""Tornado"": 0.12, ""Extreme cold"": 0.09}","2,050",0.98
Sullivan-Curtis,46.61903,-72.73659,Retail,"{""Sea level rise"": 0.45, ""Tornado"": 0.08}","2,030",0.53
Pittman PLC,43.38149,-80.16253,Retail,"{""Tornado"": 0.01, ""Volcano"": 0.0, ""Flooding"": 0.02, ""Drought"": 0.02, ""Hurricane"": 0.01, ""Sea level rise"": 0.02, ""Wildfire"": 0.02}","2,030",0.10
Willis-Newman,54.91435,-112.19843,Energy,"{""Extreme heat"": 0.1, ""Extreme cold"": 0.05, ""Hurricane"": 0.05, ""Wildfire"": 0.05, ""Flooding"": 0.04, ""Sea level rise"": 0.19, ""Tornado"": 0.14, ""Earthquake"": 0.06}","2,070",0.68
"Thompson, Davis and Brown",46.42072,-72.35438,Manufacturing,"{""Tornado"": 0.13, ""Flooding"": 0.0, ""Drought"": 0.04, ""Volcano"": 0.01, ""Sea level rise"": 0.06, ""Earthquake"": 0.18, ""Hurricane"": 0.01, ""Extreme cold"": 0.06}","2,060",0.49
Sullivan-Curtis,46.59631,-73.27105,Healthcare,"{""Flooding"": 0.07, ""Extreme heat"": 0.07, ""Sea level rise"": 0.03, ""Tornado"": 0.07, ""Drought"": 0.09, ""Volcano"": 0.01, ""Hurricane"": 0.09}","2,030",0.43
"Hooper, Evans and Merritt",44.04326,-78.97067,Technology,"{""Sea level rise"": 0.15, ""Flooding"": 0.26, ""Earthquake"": 0.28, ""Extreme cold"": 0.01, ""Wildfire"": 0.26, ""Volcano"": 0.02}","2,030",0.98
Obrien-Oneill,50.53972,-118.94111,Manufacturing,"{""Extreme heat"": 0.21}","2,040",0.21
Reid PLC,43.07322,-79.77148,Healthcare,"{""Sea level rise"": 0.04, ""Drought"": 0.04, ""Extreme heat"": 0.1, ""Hurricane"": 0.16, ""Earthquake"": 0.17, ""Tornado"": 0.03, ""Extreme cold"": 0.07, ""Wildfire"": 0.05}","2,070",0.66
Willis-Newman,53.69754,-112.29355,Energy,"{""Earthquake"": 0.42, ""Wildfire"": 0.01, ""Drought"": 0.26}","2,070",0.69
Campos and Sons,46.71596,-73.36509,Retail,"{""Earthquake"": 0.87}","2,050",0.87
"Mcknight, Beasley and Stewart",46.16782,-73.13393,Retail,"{""Drought"": 0.24, ""Sea level rise"": 0.15, ""Tornado"": 0.07, ""Earthquake"": 0.02, ""Hurricane"": 0.01, ""Extreme cold"": 0.17}","2,040",0.66
"Mejia, Roberts and Gay",46.05115,-72.53427,Technology,"{""Hurricane"": 0.05, ""Volcano"": 0.29, ""Tornado"": 0.39, ""Flooding"": 0.04}","2,070",0.77
Vega-Huffman,46.29919,-62.14589,Manufacturing,"{""Sea level rise"": 0.2, ""Wildfire"": 0.21, ""Extreme heat"": 0.09, ""Earthquake"": 0.18}","2,070",0.68
Vega-Huffman,46.90879,-72.99974,Manufacturing,"{""Extreme cold"": 0.13, ""Drought"": 0.01, ""Sea level rise"": 0.16, ""Earthquake"": 0.18, ""Flooding"": 0.12}","2,060",0.60
"Mcpherson, Simmons and Simpson",46.11045,-73.24837,Manufacturing,"{""Sea level rise"": 0.2, ""Drought"": 0.23, ""Flooding"": 0.05}","2,050",0.48
Thomas-Chavez,46.93200,-58.76843,Technology,"{""Flooding"": 0.02, ""Drought"": 0.01, ""Volcano"": 0.05, ""Wildfire"": 0.05, ""Tornado"": 0.03, ""Sea level rise"": 0.03}","2,060",0.19
Martin-Jenkins,43.03191,-78.93577,Manufacturing,"{""Sea level rise"": 0.01, ""Drought"": 0.01, ""Flooding"": 0.05, ""Extreme heat"": 0.03, ""Wildfire"": 0.04, ""Hurricane"": 0.03, ""Extreme cold"": 0.02, ""Tornado"": 0.04, ""Volcano"": 0.02, ""Earthquake"": 0.05}","2,030",0.30
"Clarke, Lutz and Farrell",53.59615,-112.84421,Manufacturing,"{""Extreme cold"": 0.0, ""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.03, ""Volcano"": 0.03, ""Flooding"": 0.01, ""Sea level rise"": 0.02, ""Tornado"": 0.0}","2,070",0.11
Horne and Sons,53.74087,-113.28953,Energy,"{""Tornado"": 0.13, ""Drought"": 0.15, ""Sea level rise"": 0.05, ""Extreme heat"": 0.05, ""Flooding"": 0.11, ""Wildfire"": 0.09, ""Extreme cold"": 0.08, ""Volcano"": 0.1, ""Hurricane"": 0.04, ""Earthquake"": 0.15}","2,060",0.95
"Mcknight, Beasley and Stewart",53.66381,-112.46917,Finance,"{""Extreme cold"": 0.01, ""Extreme heat"": 0.03, ""Hurricane"": 0.15, ""Tornado"": 0.23, ""Earthquake"": 0.15, ""Sea level rise"": 0.05, ""Flooding"": 0.04, ""Volcano"": 0.03, ""Wildfire"": 0.11, ""Drought"": 0.06}","2,040",0.86
"Mejia, Roberts and Gay",51.72241,-117.87704,Retail,"{""Wildfire"": 0.01, ""Extreme heat"": 0.01, ""Sea level rise"": 0.01}","2,070",0.03
"Hall, Meadows and Anderson",54.27003,-112.47377,Retail,"{""Extreme heat"": 0.09999999999999999, ""Tornado"": 0.07, ""Sea level rise"": 0.04, ""Volcano"": 0.02}","2,040",0.23
"Hall, Meadows and Anderson",50.66247,-117.91734,Energy,"{""Volcano"": 0.07, ""Extreme cold"": 0.05, ""Extreme heat"": 0.04, ""Wildfire"": 0.01, ""Flooding"": 0.02, ""Drought"": 0.05, ""Sea level rise"": 0.13, ""Tornado"": 0.05}","2,050",0.42
Horne and Sons,45.58285,-73.69941,Manufacturing,"{""Sea level rise"": 0.04, ""Drought"": 0.06, ""Tornado"": 0.01, ""Volcano"": 0.06, ""Earthquake"": 0.01, ""Extreme heat"": 0.07, ""Extreme cold"": 0.09, ""Flooding"": 0.09}","2,050",0.43
"Roberts, Burke and Williams",46.22364,-73.14375,Technology,"{""Sea level rise"": 0.07, ""Wildfire"": 0.1, ""Tornado"": 0.04, ""Earthquake"": 0.07, ""Hurricane"": 0.08, ""Volcano"": 0.04, ""Extreme cold"": 0.03}","2,070",0.43
"Thompson, Davis and Brown",53.56266,-112.59029,Retail,"{""Flooding"": 0.96}","2,070",0.96
"Taylor, Mitchell and Ward",46.72506,-59.56787,Healthcare,"{""Volcano"": 0.05, ""Flooding"": 0.05, ""Extreme cold"": 0.01, ""Tornado"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.04, ""Earthquake"": 0.01, ""Sea level rise"": 0.03, ""Drought"": 0.05}","2,040",0.26
Park and Sons,43.93038,-78.70951,Manufacturing,"{""Earthquake"": 0.04}","2,040",0.04
"Thompson, Davis and Brown",51.41950,-118.73918,Technology,"{""Earthquake"": 0.04, ""Sea level rise"": 0.02, ""Flooding"": 0.06, ""Volcano"": 0.14, ""Tornado"": 0.2, ""Drought"": 0.06, ""Hurricane"": 0.09, ""Extreme cold"": 0.03, ""Extreme heat"": 0.2}","2,040",0.84
Obrien-Oneill,46.46101,-73.67828,Healthcare,"{""Extreme heat"": 0.08, ""Flooding"": 0.07}","2,070",0.15
Zuniga Inc,51.61456,-118.22284,Retail,"{""Extreme heat"": -0.01, ""Volcano"": 0.03, ""Extreme cold"": 0.03, ""Flooding"": 0.01, ""Earthquake"": 0.03, ""Hurricane"": 0.02, ""Drought"": 0.01, ""Wildfire"": 0.01, ""Tornado"": 0.01, ""Sea level rise"": 0.03}","2,060",0.17
Smith-Woods,47.62808,-62.75312,Retail,"{""Extreme heat"": 0.01, ""Volcano"": 0.02, ""Earthquake"": 0.03, ""Wildfire"": 0.01, ""Drought"": 0.02, ""Sea level rise"": 0.03, ""Extreme cold"": 0.04, ""Tornado"": 0.06}","2,050",0.22
"Wagner, Curry and Pearson",50.44815,-119.06064,Finance,"{""Extreme cold"": 0.03, ""Earthquake"": 0.12, ""Flooding"": 0.09, ""Sea level rise"": 0.14, ""Hurricane"": 0.09, ""Volcano"": 0.08, ""Extreme heat"": 0.05, ""Drought"": 0.09, ""Tornado"": 0.15, ""Wildfire"": 0.13}","2,070",0.97
"Rodriguez, Roberts and Fuller",45.93745,-72.74636,Finance,"{""Extreme heat"": 0.03, ""Volcano"": 0.04, ""Extreme cold"": 0.04}","2,070",0.11
Johnson and Sons,46.61515,-73.23575,Finance,"{""Wildfire"": 0.13, ""Drought"": 0.07, ""Earthquake"": 0.13, ""Volcano"": 0.13, ""Extreme heat"": 0.06, ""Sea level rise"": 0.14, ""Tornado"": 0.04, ""Hurricane"": 0.02, ""Extreme cold"": 0.01}","2,030",0.73
Banks-Carlson,51.53109,-118.66632,Finance,"{""Extreme cold"": 0.59}","2,040",0.59
"Mcpherson, Simmons and Simpson",50.54267,-119.31432,Healthcare,"{""Extreme cold"": 0.12, ""Sea level rise"": 0.33, ""Tornado"": 0.16, ""Volcano"": 0.09, ""Earthquake"": 0.05, ""Extreme heat"": 0.07}","2,060",0.82
Wilkerson-Miranda,46.35298,-72.59488,Healthcare,"{""Extreme heat"": 0.08, ""Wildfire"": 0.02, ""Extreme cold"": 0.09, ""Earthquake"": 0.06, ""Sea level rise"": 0.08}","2,070",0.33
"Bender, Warren and Sanchez",47.45943,-59.46309,Energy,"{""Volcano"": 0.08, ""Sea level rise"": 0.1, ""Drought"": 0.16, ""Extreme heat"": 0.01, ""Tornado"": 0.12, ""Hurricane"": 0.01, ""Earthquake"": 0.13}","2,050",0.61
Thomas-Chavez,54.57148,-112.67161,Retail,"{""Hurricane"": 0.08, ""Wildfire"": 0.09, ""Volcano"": 0.08}","2,030",0.25
"Bender, Warren and Sanchez",50.83070,-118.49450,Energy,"{""Tornado"": 0.07, ""Extreme cold"": 0.05, ""Wildfire"": 0.13, ""Flooding"": 0.1, ""Hurricane"": 0.06, ""Drought"": 0.12, ""Sea level rise"": 0.0, ""Earthquake"": 0.07, ""Extreme heat"": 0.04}","2,070",0.64
Duke Ltd,46.47289,-72.90476,Retail,"{""Earthquake"": 0.43}","2,070",0.43
"Thompson, Davis and Brown",44.14737,-78.17786,Energy,"{""Earthquake"": 0.32, ""Hurricane"": 0.12, ""Drought"": 0.18}","2,030",0.62
"Patel, Norris and Jackson",50.96153,-118.72770,Retail,"{""Extreme heat"": 0.31, ""Wildfire"": 0.35, ""Sea level rise"": 0.1}","2,070",0.76
"Taylor, Mitchell and Ward",46.66892,-72.97827,Technology,"{""Drought"": 0.65, ""Flooding"": 0.21, ""Extreme cold"": 0.02}","2,030",0.88
"Higgins, Brown and Vaughn",42.91465,-80.18081,Healthcare,"{""Drought"": 0.019999999999999997, ""Tornado"": 0.1, ""Flooding"": 0.12, ""Earthquake"": 0.14, ""Extreme heat"": 0.14, ""Sea level rise"": 0.1, ""Wildfire"": 0.04, ""Extreme cold"": 0.07, ""Volcano"": 0.06}","2,040",0.79
Obrien-Oneill,46.67992,-73.26413,Manufacturing,"{""Extreme cold"": 0.03, ""Drought"": 0.02}","2,050",0.05
Martin-Jenkins,42.97312,-78.99164,Technology,"{""Tornado"": 0.03, ""Volcano"": 0.0, ""Wildfire"": 0.02, ""Flooding"": 0.01}","2,040",0.06
Waller Ltd,54.72139,-112.59710,Retail,"{""Earthquake"": 0.2, ""Tornado"": 0.14, ""Drought"": 0.21, ""Flooding"": 0.06, ""Extreme heat"": 0.19}","2,030",0.80
"Hooper, Evans and Merritt",43.72371,-79.84873,Technology,"{""Tornado"": 0.13, ""Extreme cold"": 0.01, ""Hurricane"": 0.09, ""Sea level rise"": 0.15, ""Extreme heat"": 0.08, ""Flooding"": 0.03, ""Earthquake"": 0.02, ""Drought"": 0.05}","2,030",0.56
Horne and Sons,46.42575,-73.04192,Energy,"{""Hurricane"": 0.63}","2,040",0.63
Robertson-Petersen,46.10400,-73.29182,Technology,"{""Extreme cold"": 0.11, ""Hurricane"": 0.34}","2,050",0.45
Sullivan-Curtis,45.28412,-79.17952,Technology,"{""Tornado"": 0.08, ""Earthquake"": 0.03, ""Sea level rise"": 0.07, ""Wildfire"": 0.03, ""Hurricane"": 0.06}","2,040",0.27
"Wagner, Curry and Pearson",45.86556,-72.90682,Energy,"{""Flooding"": 0.08, ""Sea level rise"": 0.09, ""Extreme cold"": 0.05, ""Drought"": 0.17, ""Wildfire"": 0.15}","2,040",0.54
Johnson and Sons,51.19847,-118.73668,Manufacturing,"{""Volcano"": 0.25, ""Hurricane"": 0.25, ""Drought"": 0.15, ""Tornado"": 0.04}","2,030",0.69
"Washington, Rogers and Morrison",50.31110,-119.22928,Healthcare,"{""Drought"": 0.13, ""Volcano"": 0.73}","2,040",0.86
Thomas-Chavez,46.10888,-73.47955,Energy,"{""Flooding"": 0.08, ""Tornado"": 0.07, ""Extreme heat"": 0.15, ""Drought"": 0.05}","2,040",0.35
"Taylor, Mitchell and Ward",42.87333,-79.17200,Technology,"{""Tornado"": 0.31, ""Sea level rise"": 0.3, ""Flooding"": 0.19}","2,070",0.80
Strickland-Daniels,46.54762,-58.72329,Technology,"{""Drought"": 0.03, ""Volcano"": 0.0, ""Extreme heat"": 0.01, ""Wildfire"": 0.03, ""Hurricane"": 0.05, ""Tornado"": 0.03, ""Extreme cold"": 0.02}","2,060",0.17
"Hooper, Evans and Merritt",45.56478,-72.44413,Retail,"{""Tornado"": 0.13, ""Volcano"": 0.24, ""Sea level rise"": 0.43}","2,030",0.80
"Davis, Allen and Rivera",51.38617,-117.86000,Technology,"{""Hurricane"": 0.09, ""Sea level rise"": 0.17, ""Flooding"": 0.13, ""Wildfire"": 0.03, ""Drought"": 0.11}","2,040",0.53
Miller-Norris,51.12376,-118.21013,Healthcare,"{""Flooding"": 0.01, ""Wildfire"": 0.01, ""Volcano"": 0.01, ""Hurricane"": 0.0, ""Earthquake"": 0.02, ""Tornado"": 0.02, ""Extreme heat"": 0.02, ""Drought"": 0.0}","2,060",0.09
"Roberts, Burke and Williams",44.88998,-78.03532,Healthcare,"{""Volcano"": 0.21, ""Earthquake"": 0.17, ""Wildfire"": 0.19}","2,070",0.57
Gross PLC,43.62027,-80.28358,Healthcare,"{""Extreme heat"": 0.35, ""Drought"": 0.43}","2,060",0.78
Thomas-Chavez,51.18058,-118.68062,Healthcare,"{""Volcano"": 0.63}","2,050",0.63
"Hall, Meadows and Anderson",46.12387,-72.85541,Retail,"{""Sea level rise"": 0.84}","2,030",0.84
Foster-Flores,54.97410,-112.41996,Finance,"{""Tornado"": 0.31}","2,050",0.31
